"3504","1"
"12377","2"
"11032","3"
"6003","5"
"14728","6"
"3386","9"
"9014","13"
"12025","14"
"8623","15"
"15394","17"
"12305","19"
"11796","23"
"9463","24"
"10019","26"
"11598","30"
"9975","31"
"6186","32"
"7347","33"
"2388","36"
"14396","37"
"8188","38"
"11170","40"
"4718","41"
"952","47"
"7625","48"
"6889","51"
"3528","55"
"13757","56"
"8723","58"
"11033","59"
"12690","60"
"11325","62"
"10366","63"
"9940","64"
"9336","65"
"2688","71"
"13731","75"
"11533","82"
"3529","83"
"13260","84"
"11191","85"
"7181","86"
"13432","89"
"656","90"
"7209","91"
"7790","93"
"5316","94"
"1204","99"
"5630","100"
"12611","101"
"9270","102"
"10393","103"
"8412","104"
"6534","108"
"6110","111"
"13462","112"
"13626","114"
"12281","115"
"469","116"
"14098","118"
"10941","121"
"7367","122"
"1179","123"
"9941","125"
"11829","126"
"2555","127"
"1097","128"
"12926","132"
"6004","134"
"8243","135"
"13577","136"
"6919","139"
"9551","140"
"2409","141"
"2218","145"
"358","151"
"1565","152"
"9398","153"
"14780","155"
"12468","156"
"13605","159"
"7844","160"
"4948","161"
"2800","163"
"4109","164"
"907","165"
"8695","166"
"10834","167"
"2873","170"
"492","179"
"2021","180"
"6839","183"
"14890","184"
"13860","187"
"6566","188"
"6677","189"
"14340","190"
"11149","191"
"11773","192"
"4997","196"
"1484","198"
"1910","199"
"8673","200"
"514","202"
"2933","203"
"14205","204"
"9313","206"
"7403","208"
"10248","209"
"4604","211"
"2469","216"
"13188","219"
"14577","220"
"3857","221"
"12415","223"
"8611","224"
"8168","227"
"15288","228"
"1593","230"
"9859","231"
"3189","235"
"12026","236"
"14428","237"
"5719","238"
"2769","240"
"5801","242"
"6920","244"
"14507","250"
"5516","251"
"5074","252"
"11239","253"
"3059","255"
"11744","256"
"8217","265"
"2022","268"
"8432","274"
"3586","275"
"1594","276"
"1229","277"
"4516","280"
"6535","283"
"447","287"
"2196","289"
"11578","290"
"13861","292"
"9976","294"
"14372","304"
"14686","306"
"10151","307"
"11062","310"
"5445","311"
"6419","315"
"2085","319"
"13356","322"
"3879","323"
"7895","324"
"2824","327"
"12161","328"
"1823","331"
"5244","334"
"7437","336"
"493","337"
"1536","341"
"12282","343"
"3880","345"
"12779","348"
"3167","351"
"4261","352"
"12193","354"
"4136","359"
"15900","360"
"15710","361"
"3978","362"
"4517","365"
"12527","373"
"9097","374"
"8294","375"
"14578","376"
"1455","378"
"15636","379"
"4764","380"
"10021","381"
"4974","382"
"8080","383"
"2934","386"
"750","388"
"15395","395"
"2999","396"
"11398","398"
"5517","399"
"4548","404"
"10308","406"
"1205","407"
"2269","408"
"10500","411"
"8326","413"
"2086","419"
"7680","423"
"953","424"
"14043","426"
"5149","430"
"9015","431"
"1257","432"
"6656","434"
"8505","440"
"1485","441"
"14687","443"
"6441","444"
"3587","447"
"6679","450"
"14230","453"
"15396","454"
"2505","456"
"15126","458"
"12614","459"
"6475","460"
"12056","461"
"545","463"
"7045","465"
"11915","466"
"14911","467"
"4181","469"
"13578","470"
"14206","472"
"2825","473"
"7406","474"
"4324","475"
"14596","476"
"878","483"
"10769","486"
"6134","492"
"13490","493"
"1734","494"
"14136","495"
"1537","496"
"3921","500"
"4606","504"
"2973","505"
"12651","506"
"11691","508"
"3979","509"
"8018","511"
"13189","513"
"10808","516"
"10877","517"
"12957","518"
"6624","519"
"4374","520"
"10123","521"
"10343","522"
"6024","524"
"360","525"
"11034","526"
"4582","527"
"12652","529"
"3223","532"
"4998","534"
"8327","535"
"4375","539"
"3190","540"
"7046","542"
"8433","544"
"516","546"
"4325","549"
"11916","558"
"2087","561"
"8754","563"
"7627","564"
"7793","565"
"6810","566"
"4211","568"
"546","570"
"13889","571"
"2","573"
"2062","574"
"3833","575"
"4689","578"
"4914","579"
"5357","582"
"1867","584"
"2088","586"
"12469","590"
"6590","592"
"14478","594"
"7953","595"
"15765","596"
"11579","601"
"14453","603"
"15926","613"
"12722","616"
"6700","618"
"8674","620"
"6442","621"
"2935","622"
"13330","623"
"15232","624"
"15957","625"
"11917","632"
"1149","635"
"6443","636"
"5358","639"
"12542","640"
"10713","641"
"8555","644"
"13606","645"
"15233","647"
"5319","649"
"7611","650"
"7182","651"
"11774","656"
"1768","657"
"15485","660"
"11216","665"
"15958","667"
"13056","668"
"8481","669"
"12615","673"
"14283","681"
"5320","683"
"11123","686"
"6740","687"
"4404","688"
"2302","690"
"11667","691"
"10786","694"
"14208","695"
"495","696"
"2936","698"
"3148","700"
"3000","701"
"6921","705"
"1648","706"
"6788","707"
"12927","709"
"13939","710"
"13662","713"
"14640","715"
"13407","718"
"1206","721"
"6980","722"
"8382","723"
"13057","727"
"14781","728"
"5321","730"
"108","731"
"9806","733"
"12248","735"
"13331","741"
"13037","742"
"4137","745"
"7873","747"
"176","748"
"7278","750"
"1456","751"
"3387","752"
"5447","756"
"11718","757"
"2089","760"
"3949","762"
"1357","763"
"4058","764"
"1868","765"
"10367","766"
"15397","769"
"14891","772"
"15074","773"
"15398","774"
"3030","776"
"14398","778"
"2827","779"
"8137","780"
"8483","781"
"1940","785"
"15048","788"
"14827","789"
"7681","791"
"7047","792"
"1358","794"
"6591","797"
"11580","799"
"12751","800"
"4630","804"
"9296","813"
"3615","814"
"362","815"
"14852","817"
"9399","821"
"12959","822"
"11887","823"
"9638","824"
"5599","826"
"15337","827"
"5881","828"
"10024","829"
"61","830"
"13712","831"
"11272","833"
"10309","835"
"9099","839"
"10475","841"
"6420","842"
"11581","844"
"1941","845"
"11745","848"
"12116","849"
"13914","850"
"14259","851"
"14729","852"
"3280","853"
"1458","856"
"9663","858"
"7468","860"
"13512","861"
"8852","862"
"14618","864"
"207","866"
"2664","867"
"751","868"
"10591","870"
"14711","872"
"1425","874"
"232","877"
"8725","878"
"6536","881"
"12885","882"
"449","884"
"3438","888"
"9434","890"
"10592","891"
"7407","892"
